FORGAP	FDR	file:	start	day	134			
9								
timesteps								
RelHum								
Temp								
Wind								
Press								
Cloud								
Rain								
dayno								
time								
1588	99.8	23.79	0.095	1006	0	0	213	4
1589	99.8	23.44	0.004	1006	0	0	213	5
1590	100	23.62	0.042	1006	0	0.2	213	6
1591	100	24.2	0.064	1007	1	0	213	7
1592	98.6	25.14	0.048	1007	0.65	0	213	8
1593	87.7	27.47	0.271	1007	0.58	0	213	9
1594	86.2	28.15	0.453	1006	0.91	0	213	10
1595	79.6	29.36	0.369	1006	0.63	0	213	11
1596	77.4	29.51	0.471	1005	0.69	0.2	213	12
1597	75.6	30.88	0.417	1003	0.6	9.4	213	13
1598	82.6	29.18	0.48	1003	0.6	0	213	14
1599	87.6	28.97	0.583	1002	0.79	0	213	15
1600	99	26.03	0.441	1003	0.2	3.8	213	16
1601	99.3	25.88	0.105	1003	0.56	17.8	213	17
1602	99.3	25.45	0.063	1003	1	0	213	18
1603	99.8	25.12	0.241	1005	0	0	213	19
1604	100	23.49	0.487	1005	0	0	213	20
1605	100	23.42	0.229	1006	0	0.2	213	21
1606	100	23.49	0.086	1007	0	0	213	22
1607	100	23.45	0.06	1007	0	0	213	23
1608	100	23.17	0.037	1007	0	0	214	0
1609	100	23.26	0.006	1006	0	0	214	1
1610	100	23.28	0	1006	0	0	214	2
1611	100	23.19	0	1006	0	0	214	3
1612	100	22.91	0	1006	0	0	214	4
1613	100	22.93	0.015	1006	0	0	214	5
1614	100	22.8	0.002	1007	0	0	214	6
1615	100	23.24	0	1007	0.99	0	214	7
1616	100	24.83	0	1007	0.83	0	214	8
1617	96.5	26.94	0.291	1007	0.58	0	214	9
1618	92.4	28.3	0.346	1007	0.78	0	214	10
1619	76.6	30.09	0.375	1006	0.82	0	214	11
1620	74.5	32.03	0.527	1005	1	0	214	12
1621	74.1	31.03	0.479	1004	0.81	0	214	13
1622	57.53	32.72	0.431	1002	0.97	0.2	214	14
1623	61.19	32.69	0.487	1002	1	6	214	15
1624	67	32.28	0.364	1001	1	0	214	16
1625	84.9	28.78	0.315	1002	1	0	214	17
1626	99.2	24.96	0.481	1003	0.08	0	214	18
1627	99.6	24.34	0.159	1004	0	0	214	19
1628	99.8	24.08	0.063	1005	0	0	214	20
1629	100	23.97	0.053	1005	0	0	214	21
1630	100	23.98	0.036	1006	0	0	214	22
1631	100	23.86	0.014	1007	0	0	214	23
1632	100	23.56	0	1006	0	0	215	0
1633	100	23.44	0	1006	0	0	215	1
1634	100	23.28	0.01	1005	0	0	215	2
1635	100	23.11	0.056	1005	0	0	215	3
1636	100	23.01	0.051	1006	0	0.6	215	4
1637	100	23.12	0.005	1006	0	0.2	215	5
1638	100	23.32	0.012	1006	0	0	215	6
1639	100	23.76	0.034	1007	0.95	0	215	7
1640	100	24.99	0.04	1007	0.92	0	215	8
1641	91.8	27.08	0.216	1007	0.6	0	215	9
1642	93	27.21	0.342	1007	0.66	0	215	10
1643	79.9	30.29	0.385	1006	0.84	0	215	11
1644	70.2	31.48	0.513	1005	1	0	215	12
1645	68.9	31.88	0.525	1004	0.89	0	215	13
1646	73.4	30.99	0.465	1003	0.89	0	215	14
1647	67.42	33.02	0.372	1002	1	0	215	15
1648	58.32	32.67	0.3	1001	1	0	215	16
1649	70.9	29.48	0.136	1001	0.71	0	215	17
1650	78.4	28.26	0.073	1002	0.71	0	215	18
1651	86.1	26.99	0.013	1002	0	0	215	19
1652	91.6	25.69	0.01	1004	0	0	215	20
1653	96.3	25.02	0.064	1005	0	0	215	21
1654	97.6	24.81	0.107	1005	0	0	215	22
1655	96.8	24.23	0.067	1006	0	0	215	23
1656	97.5	24.06	0.105	1006	0	0	216	0
1657	98.2	24.03	0.139	1005	0	0	216	1
1658	98.3	23.91	0.059	1005	0	0	216	2
1659	98.8	23.65	0.074	1005	0	0	216	3
1660	99.2	23.67	0.057	1005	0	0	216	4
1661	99.2	23.84	0.065	1006	0	0	216	5
1662	99.1	23.89	0.028	1006	0	0	216	6
1663	98.2	24.86	0.028	1006	1	0	216	7
1664	87.6	26.9	0.26	1007	0.96	0	216	8
1665	83.5	28.16	0.35	1007	0.74	0	216	9
1666	76.5	29.65	0.412	1006	0.93	0	216	10
1667	69.32	30.86	0.578	1005	0.85	0	216	11
1668	66.5	31.27	0.515	1005	0.83	0	216	12
1669	60.87	32.19	0.575	1004	0.87	0	216	13
1670	58.92	32.8	0.511	1002	0.96	0	216	14
1671	52.37	33.07	0.408	1002	1	0	216	15
1672	55.3	32.2	0.475	1001	1	0	216	16
1673	64.09	30.29	0.22	1001	0.55	0	216	17
1674	74.1	28.88	0.034	1002	0.65	0	216	18
1675	82.5	27.18	0	1003	0	0	216	19
1676	91.3	25.82	0.006	1004	0	0	216	20
1677	96.1	25.31	0.022	1005	0	0	216	21
1678	97.3	24.93	0.138	1006	0	0	216	22
1679	96.8	24.7	0.135	1006	0	0	216	23
1680	97.8	24.39	0.159	1006	0	0	217	0
1681	97.4	24.54	0.158	1005	0	0	217	1
1682	97.8	24.26	0.161	1005	0	0	217	2
1683	98.5	23.97	0.095	1005	0	0	217	3
1684	99	23.78	0.005	1005	0	0	217	4
1685	99.3	23.9	0.057	1005	0	0	217	5
1686	99.3	23.77	0.022	1005	0	0	217	6
1687	99.4	24.12	0.001	1006	0.9	0	217	7
1688	93.5	26.25	0.233	1006	0.75	0.2	217	8
1689	82.5	28.07	0.483	1007	0.67	0	217	9
1690	74.2	30.02	0.529	1006	0.99	0	217	10
1691	78.5	29.34	0.456	1006	0.6	0	217	11
1692	76.5	31.37	0.462	1004	0.89	0	217	12
1693	69.16	31.35	0.501	1003	0.75	0	217	13
1694	62.68	32.07	0.426	1002	0.78	0	217	14
1695	59.86	32.5	0.491	1001	1	0	217	15
1696	58.05	32.4	0.41	1001	1	0	217	16
1697	67.97	29.84	0.131	1001	0.55	0	217	17
1698	77.2	27.93	0.045	1002	0.59	0	217	18
1699	83.8	27.33	0.009	1003	0	0	217	19
1700	88.2	26.52	0.096	1004	0	1	217	20
1701	89.6	26.17	0.165	1005	0	0.2	217	21
1702	93.5	26.03	0.161	1006	0	5.8	217	22
1703	99.1	25.2	0.114	1006	0	0	217	23
1704	99.7	25.13	0.059	1006	0	0	218	0
1705	99.8	24.35	0.257	1005	0	0	218	1
1706	100	24.45	0.051	1004	0	0	218	2
1707	100	24.52	0.028	1004	0	0.2	218	3
1708	100	24.3	0.017	1004	0	12.8	218	4
1709	100	24.12	0.045	1004	0	0	218	5
1710	100	24.14	0.025	1005	0	0	218	6
1711	100	23.74	0.294	1005	0.8	0	218	7
1712	100	24.38	0.04	1006	0.35	0	218	8
1713	99.6	26.08	0.045	1006	0.63	0	218	9
1714	89.9	28.67	0.338	1006	1	0	218	10
1715	82.2	28.87	0.324	1005	0.69	0	218	11
1716	82	30.96	0.495	1004	0.99	0	218	12
1717	72.6	32	0.513	1002	0.99	0	218	13
1718	62.67	32.31	0.564	1001	1	0	218	14
1719	65.2	32.17	0.456	1000	1	3.8	218	15
1720	87.9	28.38	0.361	1000	0.81	0	218	16
1721	91.9	27.25	0.077	1001	0.46	0	218	17
1722	99	24.17	0.477	1003	0.32	0	218	18
1723	99.7	23.77	0.129	1003	0	0	218	19
1724	99.9	23.24	0.192	1004	0	0	218	20
1725	100	23.4	0.215	1005	0	0	218	21
1726	100	23.2	0.212	1006	0	0	218	22
1727	100	22.98	0.171	1006	0	0	218	23
1728	100	22.88	0.205	1005	0	0	219	0
1729	100	23.02	0.039	1005	0	0	219	1
1730	100	22.98	0.037	1004	0	0	219	2
1731	100	22.97	0.006	1004	0	0	219	3
1732	100	22.91	0	1004	0	0	219	4
1733	100	22.82	0.002	1004	0	0	219	5
1734	100	22.71	0.002	1005	0	0	219	6
1735	100	23.15	0.103	1005	1	0	219	7
1736	100	24.34	0.015	1006	0.83	0	219	8
1737	90.3	27.39	0.144	1006	0.87	0	219	9
1738	77.4	29.68	0.355	1005	0.98	0	219	10
1739	73.2	31.67	0.488	1004	1	0	219	11
1740	79.1	30.76	0.375	1004	0.68	0	219	12
1741	71.4	30.77	0.285	1002	0.59	0	219	13
1742	77.4	31.84	0.326	1001	0.77	13	219	14
1743	72.4	32.46	0.324	1000	1	18.6	219	15
1744	77.7	30.8	0.209	1001	0.97	0	219	16
1745	98.2	22.74	0.948	1003	0.11	0	219	17
1746	100	22.94	0.456	1003	0.24	0.4	219	18
1747	100	22.67	0.266	1004	0	0	219	19
1748	100	23.13	0.101	1005	0	0	219	20
1749	100	23.35	0.148	1005	0	0	219	21
1750	100	23.16	0.072	1006	0	0	219	22
1751	100	23.25	0.059	1007	0	0	219	23
1752	100	23.4	0.022	1006	0	0	220	0
1753	100	23.31	0.027	1005	0	0	220	1
1754	100	23.34	0	1005	0	0	220	2
1755	100	23.2	0.023	1005	0	0	220	3
1756	100	22.93	0.002	1005	0	0	220	4
1757	100	22.91	0.005	1005	0	0	220	5
1758	100	22.76	0	1005	0	0	220	6
1759	100	23.15	0.013	1006	1	0	220	7
1760	100	24.71	0.083	1007	0.74	0	220	8
1761	98.8	25.99	0.274	1007	0.72	0.8	220	9
1762	82.3	28.56	0.437	1006	0.94	0	220	10
1763	73.6	30.47	0.562	1006	0.96	0.8	220	11
1764	88.2	28.44	0.452	1005	0.67	2	220	12
1765	83.9	30.98	0.485	1003	0.94	6.8	220	13
1766	86.7	30.52	0.323	1002	0.78	0.4	220	14
1767	95.8	27.12	0.586	1002	0.86	0	220	15
1768	99.6	26.09	0.339	1002	0.22	0	220	16
1769	99.6	25.66	0.074	1003	0.24	0	220	17
1770	99.7	25.71	0.105	1003	0.54	0	220	18
1771	99.9	25.37	0.037	1004	0	0	220	19
1772	100	25.14	0.103	1005	0	0.4	220	20
1773	100	25.07	0.006	1006	0	1.2	220	21
1774	100	25.03	0.019	1006	0	0	220	22
1775	100	25.08	0.055	1006	0	0	220	23
1776	100	25.07	0.034	1006	0	1.6	221	0
1777	100	24.94	0.036	1005	0	0	221	1
1778	100	24.86	0	1005	0	0	221	2
1779	100	24.66	0.052	1004	0	0.4	221	3
1780	100	24.64	0.002	1004	0	0	221	4
1781	100	24.7	0.002	1005	0	0	221	5
1782	100	24.52	0.037	1005	0	0	221	6
1783	100	24.75	0.034	1005	1	0	221	7
1784	100	25.19	0.026	1006	0.6	0	221	8
1785	94.6	26.71	0.166	1006	0.77	0	221	9
1786	85.1	28.26	0.314	1006	0.7	0	221	10
1787	78.3	30.54	0.473	1005	0.84	0	221	11
1788	68.65	30.7	0.39	1004	0.76	0	221	12
1789	76.9	31.37	0.593	1003	1	0	221	13
1790	68.83	31.15	0.449	1002	0.84	0	221	14
1791	65.07	32.3	0.486	1001	1	0	221	15
1792	74.6	31.42	0.309	1000	1	0	221	16
1793	71.3	29.87	0.239	1001	0.39	0	221	17
1794	75.7	28.62	0.035	1001	0.68	0	221	18
1795	86.7	26.95	0.092	1002	0	0	221	19
1796	96.5	26.03	0.075	1003	0	0	221	20
1797	97.7	25.48	0.081	1004	0	0	221	21
1798	98.6	25.4	0.069	1005	0	0	221	22
1799	99	25.21	0.151	1005	0	0	221	23
1800	99	24.92	0.102	1005	0	0	222	0
1801	99.4	24.58	0.002	1005	0	0	222	1
1802	99.6	24.45	0.004	1004	0	0	222	2
1803	99.5	24.34	0.057	1004	0	0	222	3
1804	99.7	24.24	0.044	1004	0	0	222	4
1805	99.6	24.13	0.048	1004	0	0	222	5
1806	99.6	24.14	0.06	1005	0	0	222	6
1807	99.6	24.75	0.031	1006	1	0	222	7
1808	93.4	25.91	0.045	1006	0.8	0	222	8
1809	84.6	27.98	0.188	1006	0.69	0	222	9
1810	77.4	30.04	0.351	1005	1	0	222	10
1811	75.6	31.01	0.308	1005	0.69	0	222	11
1812	77.9	31.31	0.375	1004	0.68	0	222	12
1813	58.8	32.75	0.438	1003	0.83	0	222	13
1814	75	30.98	0.378	1002	0.63	0	222	14
1815	64.48	32.28	0.41	1001	1	0	222	15
1816	71.2	31.62	0.34	1001	1	0	222	16
1817	79.1	30.66	0.287	1000	0.72	0	222	17
1818	82.1	28.85	0.082	1001	1	0	222	18
1819	88.7	27.27	0.013	1002	0	0	222	19
1820	95.2	26.61	0.082	1004	0	0	222	20
1821	93.4	26.18	0.127	1005	0	0	222	21
1822	93.9	25.74	0.107	1006	0	0	222	22
1823	96.8	25.03	0.061	1006	0	0	222	23
1824	97.4	24.47	0.082	1006	0	0	223	0
1825	98.4	24.16	0.058	1005	0	0	223	1
1826	98.8	23.91	0.148	1005	0	0	223	2
1827	98.2	23.67	0.082	1005	0	0	223	3
1828	98.1	23.66	0.155	1005	0	0	223	4
1829	98.1	23.72	0.098	1006	0	0	223	5
1830	98.4	23.92	0.092	1006	0	0	223	6
1831	98.2	24.69	0.153	1007	1	0	223	7
1832	90.9	26.69	0.136	1007	0.8	0	223	8
1833	78.1	28.88	0.452	1007	0.72	0	223	9
1834	75.2	30.31	0.518	1006	0.96	0	223	10
1835	69.66	30.35	0.543	1006	0.85	0	223	11
1836	68.77	31.82	0.544	1005	0.92	0	223	12
1837	66.42	31.36	0.563	1004	0.79	0	223	13
1838	84.1	30.07	0.222	1003	0.5	0	223	14
1839	66.76	32.35	0.432	1002	1	0	223	15
1840	71.3	31.23	0.431	1002	1	0	223	16
1841	79.9	29.12	0.287	1003	0.66	0.4	223	17
1842	83.3	27.57	0.165	1004	1	0	223	18
1843	85.1	26.14	0.3	1005	0	0	223	19
1844	97.5	24.53	0.282	1006	0	0	223	20
1845	98.4	24.39	0.152	1006	0	0	223	21
1846	98.2	24.14	0.074	1007	0	0	223	22
1847	98.8	23.74	0.013	1008	0	0	223	23
1848	99.2	23.35	0.001	1007	0	0	224	0
1849	99.6	23.45	0.012	1007	0	0	224	1
1850	99.2	23.53	0.155	1006	0	0	224	2
1851	99.4	23.69	0.054	1006	0	0	224	3
1852	99.4	23.18	0.016	1006	0	0	224	4
1853	99.8	23.35	0.1	1006	0	0	224	5
1854	99.8	23.21	0.047	1006	0	0	224	6
1855	99.9	23.37	0.008	1006	0.89	0	224	7
1856	98	25.19	0.024	1007	0.65	0	224	8
1857	88.9	27.8	0.23	1007	0.7	0	224	9
1858	74.8	29.87	0.241	1006	0.69	0	224	10
1859	76.5	30.02	0.422	1006	0.8	0	224	11
1860	63.9	31.19	0.446	1005	0.73	0	224	12
1861	67.36	31.99	0.396	1004	0.7	0	224	13
1862	68.23	32.37	0.436	1003	0.88	0	224	14
1863	72.8	30.82	0.324	1002	0.81	0	224	15
1864	84.7	27.6	0.358	1002	0.33	0	224	16
1865	90.5	25.44	0.438	1004	0.07	0	224	17
1866	91.2	25.06	0.287	1004	0.34	0	224	18
1867	95.6	24.4	0.228	1004	0	0	224	19
1868	96.8	24.09	0.155	1005	0	0	224	20
1869	97.8	23.81	0.027	1006	0	0	224	21
1870	97.6	23.77	0.1	1006	0	0	224	22
1871	97.2	23.81	0.028	1006	0	0	224	23
1872	97.1	23.77	0.019	1006	0	0	225	0
1873	98.5	23.25	0.005	1005	0	0	225	1
1874	99.1	23.07	0.063	1005	0	0	225	2
1875	99.1	22.93	0.002	1005	0	0	225	3
1876	99.3	22.83	0.003	1005	0	0	225	4
1877	99.5	22.53	0	1005	0	0	225	5
1878	99.7	22.46	0.001	1005	0	0	225	6
1879	99.8	23.02	0	1006	0.93	0	225	7
1880	95.5	25.42	0.007	1006	0.75	1.6	225	8
1881	82.6	27.98	0.183	1006	0.59	0	225	9
1882	90	27.89	0.219	1006	0.4	0	225	10
1883	98.4	27.42	0.345	1005	0.61	0	225	11
1884	77.2	30.86	0.328	1004	1	0	225	12
1885	80.5	29.66	0.367	1003	0.78	0	225	13
1886	76.3	32.48	0.44	1001	1	0	225	14
1887	64.8	31.49	0.419	1001	1	0	225	15
1888	88.2	28.55	0.195	1000	0.38	0	225	16
1889	88.1	28.07	0.021	1001	0.31	0	225	17
1890	91.6	27.14	0.062	1001	0.51	0	225	18
1891	95.5	26.43	0.095	1002	0	0	225	19
1892	96.8	26.08	0.091	1003	0	0	225	20
1893	94.7	25.95	0.125	1004	0	0	225	21
1894	96.1	25.43	0.086	1004	0	0	225	22
1895	97.2	25.08	0.182	1005	0	0	225	23
1896	98.7	24.79	0.086	1004	0	0	226	0
1897	98.7	24.75	0.094	1004	0	0	226	1
1898	98.9	24.56	0.026	1003	0	0	226	2
1899	99	24.24	0.005	1004	0	0	226	3
1900	99.4	23.98	0.002	1003	0	0	226	4
1901	99.7	24.02	0.013	1003	0	0	226	5
1902	99.7	23.92	0.005	1004	0	9.6	226	6
1903	99.7	24.43	0.015	1004	0.97	0	226	7
1904	98.8	25.06	0.051	1005	0.35	0	226	8
1905	99.4	24.97	0.324	1005	0.27	0	226	9
1906	95.5	27.05	0.221	1005	0.53	0.4	226	10
1907	91.1	28.37	0.395	1004	0.7	0	226	11
1908	86.3	29.27	0.309	1004	0.52	0	226	12
1909	93.3	27.91	0.409	1002	0.54	0	226	13
1910	96.1	27.03	0.205	1001	0.21	0	226	14
1911	85	29.15	0.354	1001	0.9	0	226	15
1912	84.8	29.87	0.228	1001	1	0	226	16
1913	93.5	28.8	0.162	1001	0.99	0	226	17
1914	97.3	27.25	0.1	1001	1	0	226	18
1915	98.9	26.31	0.129	1002	0	0	226	19
1916	99.2	25.8	0.05	1003	0	0	226	20
1917	98.6	25.18	0.153	1004	0	0	226	21
1918	99.2	24.71	0.055	1005	0	0	226	22
1919	99.6	24.57	0.019	1005	0	0	226	23
1920	99.8	24.46	0.001	1005	0	0	227	0
1921	99.7	24.13	0.004	1004	0	0	227	1
1922	99.8	24.01	0.025	1004	0	0	227	2
1923	99.8	24.07	0.025	1004	0	0.2	227	3
1924	99.9	23.96	0	1004	0	0	227	4
1925	100	23.91	0.008	1004	0	0	227	5
1926	100	23.75	0.01	1005	0	0	227	6
1927	100	23.97	0.029	1005	1	0	227	7
1928	96.6	25.8	0.099	1006	0.93	0	227	8
1929	79.1	28.83	0.23	1006	0.75	0	227	9
1930	74.3	29.81	0.416	1005	0.98	0	227	10
1931	76.1	30.98	0.447	1005	0.85	0	227	11
1932	65.09	32.05	0.647	1004	1	0	227	12
1933	67.49	32.24	0.526	1002	0.89	0	227	13
1934	70.5	32.64	0.49	1001	0.86	0	227	14
1935	70.1	32.13	0.496	1001	0.96	0	227	15
1936	68.63	31.06	0.414	1001	0.93	0.6	227	16
1937	71.7	30.15	0.172	1001	0.41	0.6	227	17
1938	83.1	28.31	0.198	1002	0.47	0	227	18
1939	93.7	27.08	0.536	1004	0	0	227	19
1940	97.4	25.14	0.238	1005	0	0	227	20
1941	99.1	24.36	0.119	1006	0	0	227	21
1942	99.5	23.96	0.021	1007	0	0	227	22
1943	99.7	23.78	0.018	1007	0	0	227	23
1944	99.9	23.69	0.046	1007	0	0.2	228	0
1945	99.9	23.58	0.142	1006	0	0	228	1
1946	99.9	23.52	0.144	1006	0	0	228	2
1947	99.9	23.38	0.055	1006	0	0	228	3
1948	100	23.36	0	1006	0	0	228	4
1949	100	23.27	0.005	1006	0	0	228	5
1950	100	23.16	0.002	1007	0	0	228	6
1951	100	23.55	0.01	1008	0.96	0	228	7
1952	97.8	24.76	0.062	1008	0.9	0	228	8
1953	81.6	27.77	0.285	1008	0.85	0	228	9
1954	76.1	28.98	0.498	1007	1	0	228	10
1955	77.9	30.86	0.594	1006	0.99	0	228	11
1956	72.7	30.63	0.573	1005	0.83	0	228	12
1957	61.47	31.67	0.594	1005	0.9	0	228	13
1958	66.01	32.46	0.476	1003	1	0	228	14
1959	59.45	31.94	0.538	1002	1	0	228	15
1960	66.55	30.78	0.338	1002	0.78	0	228	16
1961	69.85	29.76	0.159	1002	0.29	0	228	17
1962	77	28.89	0.036	1003	0.78	0	228	18
1963	78	27.41	0.179	1004	0	0	228	19
1964	86.8	26.22	0.067	1005	0	0	228	20
1965	88.9	26.2	0.245	1006	0	0	228	21
1966	92	25.31	0.106	1007	0	0	228	22
1967	96.2	24.68	0.25	1007	0	0	228	23
1968	97.4	24.27	0.259	1007	0	0	229	0
1969	97.7	24.13	0.161	1007	0	0	229	1
1970	98.6	23.8	0.173	1006	0	0	229	2
1971	99	23.52	0.172	1005	0	0	229	3
1972	99.2	23.54	0.147	1005	0	0	229	4
1973	99.2	23.64	0.086	1006	0	0	229	5
1974	99.4	23.6	0.048	1006	0	0	229	6
1975	99.2	24.12	0.086	1007	1	0	229	7
1976	95	25.82	0.083	1007	0.65	0	229	8
1977	82.8	28.17	0.347	1007	0.84	0	229	9
1978	72.5	30.39	0.464	1006	0.99	0	229	10
1979	72.3	31.63	0.51	1006	0.95	0	229	11
1980	60.6	32	0.533	1005	0.96	0	229	12
1981	65.75	30.83	0.461	1004	0.65	0	229	13
1982	58.66	33.07	0.462	1002	0.86	0	229	14
1983	59.52	33.45	0.416	1001	1	0	229	15
1984	57.39	31.91	0.382	1001	1	0	229	16
1985	64.96	30.31	0.195	1001	0.59	0	229	17
1986	75.8	28.11	0.296	1002	0.56	0	229	18
1987	81.3	26.69	0.165	1003	0	0	229	19
1988	90	26	0.198	1004	0	0	229	20
1989	90.6	25.35	0.105	1005	0	0	229	21
1990	92	25.02	0.117	1006	0	0	229	22
1991	95.9	24.53	0.065	1006	0	0	229	23
1992	96.2	24.21	0.11	1005	0	0	230	0
1993	97.4	23.9	0.073	1005	0	0	230	1
1994	98.2	23.93	0.099	1004	0	0	230	2
1995	98.4	23.93	0.056	1003	0	0	230	3
1996	98.5	23.96	0.005	1004	0	0	230	4
1997	98.9	23.72	0.008	1004	0	0	230	5
1998	98.9	23.56	0.053	1004	0	0	230	6
1999	98.7	23.89	0.043	1005	0.77	0	230	7
2000	90.3	25.8	0.426	1005	0.49	0	230	8
2001	85.4	27.19	0.46	1004	0.58	0	230	9
2002	84.9	27.92	0.481	1004	0.62	0	230	10
2003	86.4	29.16	0.455	1003	0.67	0	230	11
2004	68.45	30.87	0.541	1002	0.76	0	230	12
2005	67.3	31.38	0.414	1001	0.62	0	230	13
2006	56.05	32.25	0.567	1000	1	0	230	14
2007	61.26	32.68	0.469	999	1	0	230	15
2008	61.93	31.67	0.394	999	1	0	230	16
2009	64.1	30.69	0.32	999	0.32	0	230	17
2010	71.9	29.03	0.063	1000	0.59	0	230	18
2011	81.5	27.31	0.024	1001	0	0	230	19
2012	89.6	26.15	0.047	1002	0	0	230	20
2013	93.3	25.67	0.08	1003	0	0	230	21
2014	93.5	25.39	0.093	1004	0	0	230	22
2015	96.1	25.05	0.095	1004	0	0	230	23
2016	96.4	24.8	0.027	1003	0	0	231	0
2017	98.2	24.54	0.037	1003	0	0	231	1
2018	98.4	24.39	0.04	1002	0	0	231	2
2019	98.8	24.23	0.043	1002	0	0	231	3
2020	99	24.02	0	1002	0	0	231	4
2021	99.4	24.03	0.015	1002	0	0	231	5
2022	99.4	23.68	0.035	1003	0	0	231	6
2023	99.7	24.17	0.008	1003	1	0	231	7
2024	94.9	26.13	0.037	1003	0.58	0	231	8
2025	80.6	29.05	0.315	1003	0.99	0	231	9
2026	74.9	29.64	0.439	1003	0.96	0	231	10
2027	68.65	31.96	0.513	1002	1	0	231	11
2028	67.69	31.54	0.564	1001	0.9	0	231	12
2029	61.6	32.69	0.545	1000	0.92	0	231	13
2030	60.79	32.62	0.554	998	0.96	0.2	231	14
2031	57.17	33.55	0.443	998	1	0	231	15
2032	62.92	32.9	0.337	997	1	0	231	16
2033	87.2	27.75	0.33	998	0.63	0	231	17
2034	89.4	27.57	0.09	999	1	0	231	18
2035	88.5	26.92	0.217	1000	0	0	231	19
2036	87.4	26.11	0.187	1001	0	0	231	20
2037	92.3	25.51	0.177	1002	0	0	231	21
2038	92.5	25.35	0.152	1002	0	0	231	22
2039	92.7	25.11	0.063	1003	0	0	231	23
2040	94.7	24.86	0.055	1003	0	0	232	0
2041	97.4	24.27	0.098	1003	0	0	232	1
2042	98.4	23.68	0.002	1002	0	0	232	2
2043	99.4	23.4	0	1002	0	0	232	3
2044	99.4	23.28	0.043	1002	0	0	232	4
2045	99.4	23.08	0.029	1003	0	0	232	5
2046	99.6	23.01	0.01	1003	0	0	232	6
2047	99.6	23.58	0.005	1003	1	0	232	7
2048	96.6	24.96	0.036	1004	0.6	0	232	8
2049	81.8	28.97	0.217	1004	0.97	0	232	9
2050	78.9	30.54	0.384	1003	0.94	0	232	10
2051	67.78	31.37	0.317	1002	0.76	0	232	11
2052	63.42	32.44	0.568	1001	1	0	232	12
2053	76.6	30.27	0.502	1000	0.64	0	232	13
2054	69.7	31.64	0.466	999	0.9	0	232	14
2055	57.64	33.35	0.148	998	1	0	232	15
2056	78.3	29.88	0.479588	998	0.6	0	232	16
2057	85.8	28.54	0.399054	999	0.44	0	232	17
2058	85.9	27.53	0.338353	1000	1	0	232	18
2059	91.4	26.25	0.261425	1001	0	0	232	19
2060	92.4	26.07	0.250607	1002	0	0	232	20
2061	95.1	25.81	0.234981	1003	0	0	232	21
2062	96.8	25.58	0.221158	1004	0	0	232	22
2063	97.6	25.16	0.195916	1004	0	0	232	23
2064	97.8	25.08	0.191108	1004	0	0	233	0
2065	96.8	25.16	0.195916	1003	0	0	233	1
2066	97.6	24.69	0.167669	1002	0	0	233	2
2067	98.1	24.39	0.149639	1003	0	8.2	233	3
2068	98.6	24.17	0.136417	1003	0	0.4	233	4
2069	98.9	24.38	0.149038	1003	0	0	233	5
2070	99.6	22.33	0.025833	1005	0	0	233	6
2071	100	22.67	0.046267	1005	0.8	0.2	233	7
2072	98.9	23.95	0.123195	1005	1	0	233	8
2073	97	25.57	0.220557	1006	0.59	0	233	9
2074	91.1	27.44	0.332944	1006	0.67	0.4	233	10
2075	91.6	27.7	0.34857	1005	0.42	0	233	11
2076	91.3	27.87	0.358787	1005	0.52	3	233	12
2077	78.4	29.29	0.444129	1003	0.66	0	233	13
2078	72.3	31.24	0.561324	1002	1	0	233	14
2079	90	29.36	0.204	1001	0.91	0	233	15
2080	84.1	28.76	0.202	1001	1	0	233	16
2081	90.2	27.52	0.084	1001	0.45	0	233	17
2082	95.5	26.49	0.081	1002	1	0	233	18
2083	97.9	26.38	0.106	1002	0	0	233	19
2084	98.1	25.96	0.151	1003	0	0	233	20
2085	99.1	25.52	0.056	1004	0	0	233	21
2086	99.4	25.27	0.014	1005	0	0	233	22
2087	99.5	24.89	0.046	1005	0	0	233	23
2088	99.8	24.54	0.01	1004	0	0	234	0
2089	100	24.62	0.014	1004	0	0	234	1
2090	100	24.38	0.07	1004	0	0	234	2
2091	100	24.21	0.065	1003	0	0	234	3
2092	100	24.23	0.091	1004	0	0.2	234	4
2093	100	24.05	0.063	1004	0	0	234	5
2094	100	24.1	0.004	1004	0	0	234	6
2095	100	24.73	0.037	1004	1	0.2	234	7
2096	96.6	26.4	0.102	1005	1	0	234	8
2097	88.4	28.75	0.291	1005	0.95	0	234	9
2098	86.4	28.84	0.41	1005	0.77	0.2	234	10
2099	84.8	30	0.317	1004	0.69	0	234	11
2100	84.1	30.36	0.314	1003	0.48	0	234	12
2101	78.8	30.71	0.274	1002	0.73	0	234	13
2102	61.94	32.28	0.419	1000	0.9	0	234	14
2103	71.8	31.82	0.387	1000	0.99	0.4	234	15
2104	80.1	31.28	0.456	1000	1	0	234	16
2105	77.1	30.02	0.457	1000	0.9	0	234	17
2106	95.1	25.79	0.385	1002	0.57	0.2	234	18
2107	97.5	24.66	0.288	1002	0	1.2	234	19
2108	97.7	24.63	0.234	1004	0	0.6	234	20
2109	98.2	24.27	0.179	1005	0	0.2	234	21
2110	99.6	24	0.156	1005	0	0	234	22
2111	99.9	23.97	0.144	1005	0	0	234	23
2112	100	23.93	0.1	1005	0	0	235	0
2113	100	23.94	0.069	1004	0	0	235	1
2114	100	23.66	0.006	1003	0	0	235	2
